kind,path,shape,dtype,size,num_attrs
dataset,/1bbh,"(131, 256)",float32,33536,0
dataset,/1bbj_chain_id_A,"(211, 256)",float32,54016,0
dataset,/1bbj_chain_id_B,"(211, 256)",float32,54016,0
dataset,/1bbo,"(57, 256)",float32,14592,0
dataset,/1bbp,"(177, 256)",float32,45312,0
dataset,/1bbu,"(488, 256)",float32,124928,0
dataset,/1bc6,"(77, 256)",float32,19712,0
dataset,/1bc8,"(93, 256)",float32,23808,0
dataset,/1bc9,"(200, 256)",float32,51200,0
dataset,/1bcc_chain_id_A,"(442, 256)",float32,113152,0
dataset,/1bcc_chain_id_B,"(406, 256)",float32,103936,0
dataset,/1bcc_chain_id_C,"(379, 256)",float32,97024,0
dataset,/1bcc_chain_id_D,"(241, 256)",float32,61696,0
dataset,/1bcc_chain_id_E,"(196, 256)",float32,50176,0
dataset,/1bcc_chain_id_F,"(100, 256)",float32,25600,0
dataset,/1bcc_chain_id_G,"(78, 256)",float32,19968,0
dataset,/1bcc_chain_id_H,"(66, 256)",float32,16896,0
dataset,/1bcc_chain_id_J,"(59, 256)",float32,15104,0
dataset,/1bcg,"(74, 256)",float32,18944,0
dataset,/1bco,"(298, 256)",float32,76288,0
dataset,/1bd0,"(381, 256)",float32,97536,0
dataset,/1bd2_chain_id_A,"(275, 256)",float32,70400,0
dataset,/1bd2_chain_id_B,"(99, 256)",float32,25344,0
dataset,/1bd2_chain_id_D,"(204, 256)",float32,52224,0
dataset,/1bd2_chain_id_E,"(245, 256)",float32,62720,0
dataset,/1bd3,"(224, 256)",float32,57344,0
dataset,/1bd7,"(178, 256)",float32,45568,0
dataset,/1bd8,"(156, 256)",float32,39936,0
dataset,/1bdb,"(272, 256)",float32,69632,0
dataset,/1bdf,"(235, 256)",float32,60160,0
dataset,/1bdg,"(447, 256)",float32,114432,0
dataset,/1bdo,"(80, 256)",float32,20480,0
dataset,/1bdq,"(99, 256)",float32,25344,0
dataset,/1bds,"(43, 256)",float32,11008,0
dataset,/1bdt,"(53, 256)",float32,13568,0
dataset,/1bdy,"(123, 256)",float32,31488,0
dataset,/1be3_chain_id_A,"(446, 256)",float32,114176,0
dataset,/1be3_chain_id_B,"(419, 256)",float32,107264,0
dataset,/1be3_chain_id_C,"(379, 256)",float32,97024,0
dataset,/1be3_chain_id_D,"(241, 256)",float32,61696,0
dataset,/1be3_chain_id_E,"(196, 256)",float32,50176,0
dataset,/1be3_chain_id_F,"(106, 256)",float32,27136,0
dataset,/1be3_chain_id_G,"(81, 256)",float32,20736,0
dataset,/1be3_chain_id_H,"(64, 256)",float32,16384,0
dataset,/1be3_chain_id_J,"(62, 256)",float32,15872,0
dataset,/1be4,"(151, 256)",float32,38656,0
dataset,/1be9,"(115, 256)",float32,29440,0
dataset,/1bea,"(116, 256)",float32,29696,0
dataset,/1beb,"(156, 256)",float32,39936,0
dataset,/1bec,"(245, 256)",float32,62720,0
dataset,/1bed,"(181, 256)",float32,46336,0
dataset,/1bef,"(177, 256)",float32,45312,0
dataset,/1bet,"(107, 256)",float32,27392,0
dataset,/1bev_chain_id_A,"(268, 256)",float32,68608,0
dataset,/1bev_chain_id_B,"(244, 256)",float32,62464,0
dataset,/1bev_chain_id_C,"(242, 256)",float32,61952,0
dataset,/1bev_chain_id_D,"(40, 256)",float32,10240,0
dataset,/1bf0,"(60, 256)",float32,15360,0
dataset,/1bf2,"(750, 256)",float32,192000,0
dataset,/1bf4,"(63, 256)",float32,16128,0
dataset,/1bf5,"(554, 256)",float32,141824,0
dataset,/1bf6,"(291, 256)",float32,74496,0
dataset,/1bfg,"(126, 256)",float32,32256,0
dataset,/1bfo_chain_id_A,"(214, 256)",float32,54784,0
dataset,/1bfo_chain_id_B,"(216, 256)",float32,55296,0
dataset,/1bg1,"(567, 256)",float32,145152,0
dataset,/1bg2,"(323, 256)",float32,82688,0
dataset,/1bg3,"(905, 256)",float32,231680,0
dataset,/1bg4,"(301, 256)",float32,77056,0
dataset,/1bg5,"(254, 256)",float32,65024,0
dataset,/1bg6,"(350, 256)",float32,89600,0
dataset,/1bg7,"(155, 256)",float32,39680,0
dataset,/1bgc,"(162, 256)",float32,41472,0
dataset,/1bge,"(164, 256)",float32,41984,0
dataset,/1bgf,"(124, 256)",float32,31744,0
dataset,/1bgk,"(37, 256)",float32,9472,0
dataset,/1bgp,"(309, 256)",float32,79104,0
dataset,/1bgv,"(449, 256)",float32,114944,0
dataset,/1bh4,"(30, 256)",float32,7680,0
dataset,/1bh6,"(275, 256)",float32,70400,0
dataset,/1bh9_chain_id_A,"(45, 256)",float32,11520,0
dataset,/1bh9_chain_id_B,"(89, 256)",float32,22784,0
dataset,/1bhd,"(108, 256)",float32,27648,0
dataset,/1bhe,"(376, 256)",float32,96256,0
dataset,/1bhg,"(611, 256)",float32,156416,0
dataset,/1bhi,"(38, 256)",float32,9728,0
dataset,/1bhp,"(45, 256)",float32,11520,0
dataset,/1bhu,"(102, 256)",float32,26112,0
dataset,/1bi5,"(389, 256)",float32,99584,0
dataset,/1bi7_chain_id_A,"(276, 256)",float32,70656,0
dataset,/1bi7_chain_id_B,"(125, 256)",float32,32000,0
dataset,/1bi9,"(483, 256)",float32,123648,0
dataset,/1bia,"(300, 256)",float32,76800,0
dataset,/1bif,"(432, 256)",float32,110592,0
dataset,/1big,"(36, 256)",float32,9216,0
dataset,/1bih,"(391, 256)",float32,100096,0
dataset,/1bik,"(110, 256)",float32,28160,0
dataset,/1bio,"(236, 256)",float32,60416,0
dataset,/1bj1_chain_id_A,"(213, 256)",float32,54528,0
dataset,/1bj1_chain_id_B,"(220, 256)",float32,56320,0
dataset,/1bj1_chain_id_C,"(94, 256)",float32,24064,0
dataset,/1bj4,"(470, 256)",float32,120320,0
dataset,/1bj7,"(150, 256)",float32,38400,0
dataset,/1bja,"(95, 256)",float32,24320,0
dataset,/1bjf,"(181, 256)",float32,46336,0
dataset,/1bjj,"(133, 256)",float32,34048,0
dataset,/1bjm,"(215, 256)",float32,55040,0
dataset,/1bjn,"(360, 256)",float32,92160,0
dataset,/1bjp,"(62, 256)",float32,15872,0
dataset,/1bjt,"(701, 256)",float32,179456,0
dataset,/1bjx,"(110, 256)",float32,28160,0
dataset,/1bk4,"(317, 256)",float32,81152,0
dataset,/1bk8,"(50, 256)",float32,12800,0
dataset,/1bkb,"(136, 256)",float32,34816,0
dataset,/1bkj,"(232, 256)",float32,59392,0
dataset,/1bkl,"(110, 256)",float32,28160,0
dataset,/1bkn,"(278, 256)",float32,71168,0
dataset,/1bkr,"(108, 256)",float32,27648,0
dataset,/1bkt,"(37, 256)",float32,9472,0
dataset,/1bl0,"(116, 256)",float32,29696,0
dataset,/1ble,"(161, 256)",float32,41216,0
dataset,/1blj,"(114, 256)",float32,29184,0
dataset,/1bln_chain_id_A,"(219, 256)",float32,56064,0
dataset,/1bln_chain_id_B,"(233, 256)",float32,59648,0
dataset,/1blu,"(80, 256)",float32,20480,0
dataset,/1blx_chain_id_A,"(305, 256)",float32,78080,0
dataset,/1blx_chain_id_B,"(160, 256)",float32,40960,0
dataset,/1bm3_chain_id_A,"(214, 256)",float32,54784,0
dataset,/1bm3_chain_id_B,"(216, 256)",float32,55296,0
dataset,/1bm8,"(99, 256)",float32,25344,0
dataset,/1bm9,"(120, 256)",float32,30720,0
dataset,/1bmg,"(98, 256)",float32,25088,0
dataset,/1bml_chain_id_A,"(250, 256)",float32,64000,0
dataset,/1bml_chain_id_C,"(322, 256)",float32,82432,0
dataset,/1bmr,"(67, 256)",float32,17152,0
dataset,/1bn7,"(291, 256)",float32,74496,0
dataset,/1bn8,"(399, 256)",float32,102144,0
dataset,/1bnb,"(38, 256)",float32,9728,0
dataset,/1bnd_chain_id_A,"(109, 256)",float32,27904,0
dataset,/1bnd_chain_id_B,"(109, 256)",float32,27904,0
dataset,/1bnl,"(178, 256)",float32,45568,0
dataset,/1bo0,"(76, 256)",float32,19456,0
dataset,/1bo1,"(343, 256)",float32,87808,0
dataset,/1bo4,"(137, 256)",float32,35072,0
dataset,/1bo9,"(73, 256)",float32,18688,0
dataset,/1bob,"(309, 256)",float32,79104,0
dataset,/1bod,"(76, 256)",float32,19456,0
dataset,/1bof,"(331, 256)",float32,84736,0
dataset,/1bol,"(222, 256)",float32,56832,0
dataset,/1bon,"(27, 256)",float32,6912,0
dataset,/1boo,"(282, 256)",float32,72192,0
dataset,/1bor,"(56, 256)",float32,14336,0
dataset,/1bpi,"(58, 256)",float32,14848,0
dataset,/1bpo,"(493, 256)",float32,126208,0
dataset,/1bpv,"(104, 256)",float32,26624,0
dataset,/1bqb,"(301, 256)",float32,77056,0
dataset,/1bqc,"(302, 256)",float32,77312,0
dataset,/1bqg,"(400, 256)",float32,102400,0
dataset,/1bqk,"(124, 256)",float32,31744,0
dataset,/1bql_chain_id_A,"(212, 256)",float32,54272,0
dataset,/1bql_chain_id_B,"(214, 256)",float32,54784,0
dataset,/1bql_chain_id_C,"(129, 256)",float32,33024,0
dataset,/1bqq_chain_id_A,"(174, 256)",float32,44544,0
dataset,/1bqq_chain_id_B,"(184, 256)",float32,47104,0
dataset,/1bqu,"(215, 256)",float32,55040,0
dataset,/1bqv,"(110, 256)",float32,28160,0
dataset,/1bqy,"(242, 256)",float32,61952,0
dataset,/1br1_chain_id_A,"(795, 256)",float32,203520,0
dataset,/1br1_chain_id_B,"(148, 256)",float32,37888,0
dataset,/1br2,"(696, 256)",float32,178176,0
dataset,/1br9,"(182, 256)",float32,46592,0
dataset,/1brb_chain_id_A,"(233, 256)",float32,59648,0
dataset,/1brb_chain_id_B,"(51, 256)",float32,13056,0
dataset,/1brf,"(53, 256)",float32,13568,0
dataset,/1brt,"(277, 256)",float32,70912,0
dataset,/1bru,"(242, 256)",float32,61952,0
dataset,/1brw,"(433, 256)",float32,110848,0
dataset,/1bry,"(247, 256)",float32,63232,0
dataset,/1brz,"(53, 256)",float32,13568,0
dataset,/1bs0,"(383, 256)",float32,98048,0
dataset,/1bsg,"(269, 256)",float32,68864,0
dataset,/1bsm,"(201, 256)",float32,51456,0
dataset,/1bsw,"(197, 256)",float32,50432,0
dataset,/1bt0,"(73, 256)",float32,18688,0
dataset,/1bt3,"(341, 256)",float32,87296,0
dataset,/1bte,"(94, 256)",float32,24064,0
dataset,/1btk,"(169, 256)",float32,43264,0
dataset,/1bu1,"(57, 256)",float32,14592,0
dataset,/1bu2,"(229, 256)",float32,58624,0
dataset,/1bu3,"(108, 256)",float32,27648,0
dataset,/1bu8,"(448, 256)",float32,114688,0
dataset,/1buc,"(383, 256)",float32,98048,0
dataset,/1bue,"(267, 256)",float32,68352,0
dataset,/1bun_chain_id_A,"(120, 256)",float32,30720,0
dataset,/1bun_chain_id_B,"(61, 256)",float32,15616,0
dataset,/1buo,"(121, 256)",float32,30976,0
dataset,/1bup,"(378, 256)",float32,96768,0
dataset,/1bv8,"(138, 256)",float32,35328,0
dataset,/1bvk_chain_id_A,"(108, 256)",float32,27648,0
dataset,/1bvk_chain_id_B,"(116, 256)",float32,29696,0
dataset,/1bvk_chain_id_C,"(129, 256)",float32,33024,0
dataset,/1bvo,"(175, 256)",float32,44800,0
dataset,/1bvp,"(349, 256)",float32,89344,0
dataset,/1bvs,"(188, 256)",float32,48128,0
dataset,/1bvu,"(416, 256)",float32,106496,0
dataset,/1bvy_chain_id_A,"(439, 256)",float32,112384,0
dataset,/1bvy_chain_id_B,"(152, 256)",float32,38912,0
dataset,/1bw0,"(413, 256)",float32,105728,0
dataset,/1bw3,"(125, 256)",float32,32000,0
dataset,/1bw5,"(66, 256)",float32,16896,0
dataset,/1bw6,"(56, 256)",float32,14336,0
dataset,/1bwd,"(348, 256)",float32,89088,0
dataset,/1bwo,"(90, 256)",float32,23040,0
dataset,/1bwu,"(109, 256)",float32,27904,0
dataset,/1bwv_chain_id_A,"(473, 256)",float32,121088,0
dataset,/1bwv_chain_id_B,"(138, 256)",float32,35328,0
dataset,/1bww,"(109, 256)",float32,27904,0
dataset,/1bwy,"(132, 256)",float32,33792,0
dataset,/1bx2_chain_id_A,"(180, 256)",float32,46080,0
dataset,/1bx2_chain_id_B,"(191, 256)",float32,48896,0
dataset,/1bx4,"(342, 256)",float32,87552,0
dataset,/1bx7,"(51, 256)",float32,13056,0
dataset,/1bxb,"(387, 256)",float32,99072,0
dataset,/1bxc,"(387, 256)",float32,99072,0
dataset,/1bxd,"(161, 256)",float32,41216,0
dataset,/1bxl,"(181, 256)",float32,46336,0
dataset,/1bxn_chain_id_A,"(446, 256)",float32,114176,0
dataset,/1bxn_chain_id_B,"(129, 256)",float32,33024,0
dataset,/1bxo,"(323, 256)",float32,82688,0
dataset,/1bxt,"(225, 256)",float32,57600,0
dataset,/1bxu,"(96, 256)",float32,24576,0
dataset,/1bxy,"(60, 256)",float32,15360,0
dataset,/1by1,"(209, 256)",float32,53504,0
dataset,/1by2,"(116, 256)",float32,29696,0
dataset,/1by5,"(697, 256)",float32,178432,0
dataset,/1by7,"(365, 256)",float32,93440,0
dataset,/1byf,"(123, 256)",float32,31488,0
dataset,/1byg,"(253, 256)",float32,64768,0
dataset,/1byi,"(224, 256)",float32,57344,0
dataset,/1byk,"(255, 256)",float32,65280,0
dataset,/1byn,"(128, 256)",float32,32768,0
dataset,/1byp,"(99, 256)",float32,25344,0
dataset,/1byr,"(152, 256)",float32,38912,0
dataset,/1byu,"(215, 256)",float32,55040,0
dataset,/1byw,"(110, 256)",float32,28160,0
dataset,/1bz7_chain_id_A,"(206, 256)",float32,52736,0
dataset,/1bz7_chain_id_B,"(217, 256)",float32,55552,0
dataset,/1c01,"(76, 256)",float32,19456,0
dataset,/1c06,"(159, 256)",float32,40704,0
dataset,/1c07,"(95, 256)",float32,24320,0
dataset,/1c0a,"(585, 256)",float32,149760,0
dataset,/1c0f_chain_id_A,"(127, 256)",float32,32512,0
dataset,/1c0f_chain_id_B,"(369, 256)",float32,94464,0
dataset,/1c0m,"(222, 256)",float32,56832,0
dataset,/1c0p,"(363, 256)",float32,92928,0
dataset,/1c0w,"(224, 256)",float32,57344,0
dataset,/1c12_chain_id_A,"(214, 256)",float32,54784,0
dataset,/1c12_chain_id_B,"(221, 256)",float32,56576,0
dataset,/1c16_chain_id_A,"(263, 256)",float32,67328,0
dataset,/1c16_chain_id_B,"(99, 256)",float32,25344,0
dataset,/1c17_chain_id_A,"(79, 256)",float32,20224,0
dataset,/1c17_chain_id_M,"(148, 256)",float32,37888,0
dataset,/1c1d,"(349, 256)",float32,89344,0
dataset,/1c1e_chain_id_A,"(216, 256)",float32,55296,0
dataset,/1c1e_chain_id_B,"(234, 256)",float32,59904,0
dataset,/1c1k,"(217, 256)",float32,55552,0
dataset,/1c1l,"(135, 256)",float32,34560,0
dataset,/1c1y_chain_id_A,"(167, 256)",float32,42752,0
dataset,/1c1y_chain_id_B,"(77, 256)",float32,19712,0
dataset,/1c20,"(128, 256)",float32,32768,0
dataset,/1c25,"(161, 256)",float32,41216,0
dataset,/1c2u,"(34, 256)",float32,8704,0
dataset,/1c2y,"(155, 256)",float32,39680,0
dataset,/1c3a_chain_id_A,"(135, 256)",float32,34560,0
dataset,/1c3a_chain_id_B,"(125, 256)",float32,32000,0
dataset,/1c3c,"(429, 256)",float32,109824,0
dataset,/1c3d,"(294, 256)",float32,75264,0
dataset,/1c3g,"(170, 256)",float32,43520,0
dataset,/1c3h,"(137, 256)",float32,35072,0
dataset,/1c3m,"(145, 256)",float32,37120,0
dataset,/1c3p,"(372, 256)",float32,95232,0
dataset,/1c3t,"(76, 256)",float32,19456,0
dataset,/1c3y,"(108, 256)",float32,27648,0
dataset,/1c41,"(166, 256)",float32,42496,0
dataset,/1c44,"(123, 256)",float32,31488,0
dataset,/1c4e,"(34, 256)",float32,8704,0
dataset,/1c4k,"(730, 256)",float32,186880,0
dataset,/1c4o,"(505, 256)",float32,129280,0
dataset,/1c4p,"(137, 256)",float32,35072,0
dataset,/1c4q,"(69, 256)",float32,17664,0
dataset,/1c4x,"(281, 256)",float32,71936,0
dataset,/1c4z_chain_id_A,"(350, 256)",float32,89600,0
dataset,/1c4z_chain_id_D,"(144, 256)",float32,36864,0
dataset,/1c52,"(131, 256)",float32,33536,0
dataset,/1c55,"(40, 256)",float32,10240,0
dataset,/1c5a,"(66, 256)",float32,16896,0
dataset,/1c5c_chain_id_A,"(214, 256)",float32,54784,0
dataset,/1c5c_chain_id_B,"(234, 256)",float32,59904,0
dataset,/1c5d_chain_id_A,"(213, 256)",float32,54528,0
dataset,/1c5d_chain_id_D,"(215, 256)",float32,55040,0
dataset,/1c5e,"(95, 256)",float32,24320,0
dataset,/1c6r,"(88, 256)",float32,22528,0
dataset,/1c6s,"(87, 256)",float32,22272,0
dataset,/1c6v_chain_id_A,"(151, 256)",float32,38656,0
dataset,/1c6v_chain_id_E,"(55, 256)",float32,14080,0
dataset,/1c6w,"(33, 256)",float32,8448,0
dataset,/1c6y,"(99, 256)",float32,25344,0
dataset,/1c75,"(71, 256)",float32,18176,0
dataset,/1c7g,"(456, 256)",float32,116736,0
dataset,/1c7k,"(132, 256)",float32,33792,0
dataset,/1c7n,"(394, 256)",float32,100864,0
dataset,/1c7q,"(442, 256)",float32,113152,0
dataset,/1c7v,"(68, 256)",float32,17408,0
dataset,/1c8a,"(134, 256)",float32,34304,0
dataset,/1c8b,"(325, 256)",float32,83200,0
dataset,/1c8d,"(548, 256)",float32,140288,0
dataset,/1c8n,"(219, 256)",float32,56064,0
dataset,/1c8s,"(197, 256)",float32,50432,0
dataset,/1c8u,"(285, 256)",float32,72960,0
dataset,/1c8z,"(265, 256)",float32,67840,0
dataset,/1c99,"(79, 256)",float32,20224,0
dataset,/1c9f,"(87, 256)",float32,22272,0
dataset,/1c9h,"(107, 256)",float32,27392,0
dataset,/1c9k,"(180, 256)",float32,46080,0
dataset,/1c9l,"(357, 256)",float32,91392,0
dataset,/1c9o,"(66, 256)",float32,16896,0
dataset,/1c9w,"(315, 256)",float32,80640,0
dataset,/1ca1,"(370, 256)",float32,94720,0
dataset,/1cb0,"(273, 256)",float32,69888,0
dataset,/1cb1,"(78, 256)",float32,19968,0
dataset,/1cb6,"(691, 256)",float32,176896,0
dataset,/1cb8,"(675, 256)",float32,172800,0
dataset,/1cb9,"(60, 256)",float32,15360,0
dataset,/1cbf,"(239, 256)",float32,61184,0
dataset,/1cbg,"(490, 256)",float32,125440,0
dataset,/1cbh,"(36, 256)",float32,9216,0
dataset,/1cbk,"(160, 256)",float32,40960,0
dataset,/1cby,"(227, 256)",float32,58112,0
dataset,/1cc1_chain_id_A,"(278, 256)",float32,71168,0
dataset,/1cc1_chain_id_B,"(487, 256)",float32,124672,0
dataset,/1cc5,"(83, 256)",float32,21248,0
dataset,/1cc8,"(72, 256)",float32,18432,0
dataset,/1ccd,"(78, 256)",float32,19968,0
dataset,/1ccf,"(42, 256)",float32,10752,0
dataset,/1ccr,"(111, 256)",float32,28416,0
dataset,/1ccv,"(56, 256)",float32,14336,0
dataset,/1ccw_chain_id_A,"(137, 256)",float32,35072,0
dataset,/1ccw_chain_id_B,"(483, 256)",float32,123648,0
dataset,/1ccz,"(171, 256)",float32,43776,0
dataset,/1cd0,"(112, 256)",float32,28672,0
dataset,/1cd9_chain_id_A,"(171, 256)",float32,43776,0
dataset,/1cd9_chain_id_B,"(209, 256)",float32,53504,0
dataset,/1cdo,"(374, 256)",float32,95744,0
dataset,/1cdt,"(60, 256)",float32,15360,0
dataset,/1cdw,"(179, 256)",float32,45824,0
dataset,/1cdz,"(96, 256)",float32,24576,0
dataset,/1ce1_chain_id_A,"(211, 256)",float32,54016,0
dataset,/1ce1_chain_id_B,"(220, 256)",float32,56320,0
dataset,/1ce2,"(689, 256)",float32,176384,0
dataset,/1ce3,"(54, 256)",float32,13824,0
dataset,/1ce7_chain_id_A,"(241, 256)",float32,61696,0
dataset,/1ce7_chain_id_B,"(255, 256)",float32,65280,0
dataset,/1cej,"(96, 256)",float32,24576,0
dataset,/1ceo,"(332, 256)",float32,84992,0
dataset,/1cew,"(108, 256)",float32,27648,0
dataset,/1cex,"(197, 256)",float32,50432,0
dataset,/1cf1,"(385, 256)",float32,98560,0
dataset,/1cf2,"(336, 256)",float32,86016,0
dataset,/1cf3,"(581, 256)",float32,148736,0
dataset,/1cf5,"(249, 256)",float32,63744,0
dataset,/1cf7_chain_id_C,"(67, 256)",float32,17152,0
dataset,/1cf7_chain_id_D,"(82, 256)",float32,20992,0
dataset,/1cf8_chain_id_A,"(215, 256)",float32,55040,0
dataset,/1cf8_chain_id_B,"(219, 256)",float32,56064,0
dataset,/1cfb,"(205, 256)",float32,52480,0
dataset,/1cfe,"(135, 256)",float32,34560,0
dataset,/1cfr,"(283, 256)",float32,72448,0
dataset,/1cfv_chain_id_A,"(113, 256)",float32,28928,0
dataset,/1cfv_chain_id_B,"(119, 256)",float32,30464,0
dataset,/1cfy,"(133, 256)",float32,34048,0
dataset,/1cfz,"(162, 256)",float32,41472,0
dataset,/1cg2,"(389, 256)",float32,99584,0
dataset,/1cg5_chain_id_A,"(141, 256)",float32,36096,0
dataset,/1cg5_chain_id_B,"(141, 256)",float32,36096,0
dataset,/1cgl,"(168, 256)",float32,43008,0
dataset,/1cgm,"(160, 256)",float32,40960,0
dataset,/1cgt,"(684, 256)",float32,175104,0
dataset,/1ch4,"(146, 256)",float32,37376,0
dataset,/1chc,"(68, 256)",float32,17408,0
dataset,/1chd,"(198, 256)",float32,50688,0
dataset,/1chk,"(238, 256)",float32,60928,0
dataset,/1chm,"(401, 256)",float32,102656,0
dataset,/1chu,"(490, 256)",float32,125440,0
dataset,/1ci0,"(205, 256)",float32,52480,0
dataset,/1ci3,"(249, 256)",float32,63744,0
dataset,/1ci4,"(88, 256)",float32,22528,0
dataset,/1ci9,"(377, 256)",float32,96512,0
dataset,/1cic_chain_id_A,"(214, 256)",float32,54784,0
dataset,/1cic_chain_id_B,"(217, 256)",float32,55552,0
dataset,/1cic_chain_id_C,"(214, 256)",float32,54784,0
dataset,/1cic_chain_id_D,"(218, 256)",float32,55808,0
dataset,/1cid,"(177, 256)",float32,45312,0
dataset,/1cii,"(602, 256)",float32,154112,0
dataset,/1cip,"(316, 256)",float32,80896,0
dataset,/1cit,"(89, 256)",float32,22784,0
dataset,/1civ,"(374, 256)",float32,95744,0
dataset,/1cix,"(44, 256)",float32,11264,0
dataset,/1ciy,"(577, 256)",float32,147712,0
dataset,/1cja,"(329, 256)",float32,84224,0
dataset,/1cjb,"(230, 256)",float32,58880,0
dataset,/1cjc,"(455, 256)",float32,116480,0
dataset,/1cjw,"(166, 256)",float32,42496,0
dataset,/1cjx,"(353, 256)",float32,90368,0
dataset,/1cjy,"(644, 256)",float32,164864,0
dataset,/1ck1,"(239, 256)",float32,61184,0
dataset,/1ck4,"(195, 256)",float32,49920,0
dataset,/1cka,"(57, 256)",float32,14592,0
dataset,/1cke,"(215, 256)",float32,55040,0
dataset,/1cki,"(298, 256)",float32,76288,0
dataset,/1ckm,"(317, 256)",float32,81152,0
dataset,/1ckq,"(261, 256)",float32,66816,0
dataset,/1cks,"(78, 256)",float32,19968,0
dataset,/1ckt,"(71, 256)",float32,18176,0
dataset,/1ckv,"(141, 256)",float32,36096,0
dataset,/1cl1,"(392, 256)",float32,100352,0
dataset,/1cl4,"(32, 256)",float32,8192,0
dataset,/1clc,"(541, 256)",float32,138496,0
dataset,/1cld,"(33, 256)",float32,8448,0
dataset,/1clf,"(55, 256)",float32,14080,0
dataset,/1cli,"(341, 256)",float32,87296,0
dataset,/1clo_chain_id_A,"(214, 256)",float32,54784,0
dataset,/1clo_chain_id_B,"(222, 256)",float32,56832,0
dataset,/1clv,"(470, 256)",float32,120320,0
dataset,/1clz_chain_id_A,"(219, 256)",float32,56064,0
dataset,/1clz_chain_id_B,"(237, 256)",float32,60672,0
dataset,/1cm0,"(163, 256)",float32,41728,0
dataset,/1cm3,"(85, 256)",float32,21760,0
dataset,/1cm7,"(363, 256)",float32,92928,0
dataset,/1cmc,"(104, 256)",float32,26624,0
dataset,/1cmg,"(73, 256)",float32,18688,0
dataset,/1cmi,"(85, 256)",float32,21760,0
dataset,/1cmr,"(31, 256)",float32,7936,0
dataset,/1cmw,"(823, 256)",float32,210688,0
dataset,/1cmx_chain_id_A,"(221, 256)",float32,56576,0
dataset,/1cmx_chain_id_B,"(75, 256)",float32,19200,0
dataset,/1cmz,"(128, 256)",float32,32768,0
dataset,/1cn2,"(66, 256)",float32,16896,0
dataset,/1cnn,"(26, 256)",float32,6656,0
dataset,/1cno,"(87, 256)",float32,22272,0
dataset,/1cnt,"(164, 256)",float32,41984,0
dataset,/1cnu,"(134, 256)",float32,34304,0
